NUTS level,NUTS code,Region name,Transaction code,Transaction,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
NUTS3,UKI44,Lewisham and Southwark,NA,Secondary uses total,3910,4370,4711,5473,5571,5632,5993,6653,7333,8098,8842,8607,8261,9100,9119,8898,9307,9776,9712,10158,10957,11313
NUTS3,UKI44,Lewisham and Southwark,NA,Balance of secondary income,-1085,-1522,-1835,-2575,-2726,-2652,-2931,-3359,-3954,-4635,-5216,-4907,-4295,-4944,-4903,-4487,-4920,-5410,-5396,-5924,-6694,-7031
NUTS3,UKI44,Lewisham and Southwark,B.6g,Gross Disposable Income,9960,10353,11174,12145,12513,12876,13470,14276,15292,16247,17352,17675,17787,18729,18679,19748,20592,21630,22992,23444,23933,25046
NUTS3,UKI45,Lambeth,B.2g,Operating surplus,1456,1506,1895,2120,2361,2308,2404,2461,2648,2659,3191,3400,2545,2742,2720,3178,3386,3939,4337,4505,4043,4157
NUTS3,UKI45,Lambeth,B.3g,Mixed income,1106,1223,1335,1426,1534,1648,1714,1737,1882,1987,2141,2280,2318,2636,2698,2919,3067,3292,3450,3638,3679,4000
NUTS3,UKI45,Lambeth,D.1,Compensation of employees,8429,8891,9834,11134,11405,11403,12212,13219,14303,15876,16865,16586,16302,17019,17202,17307,17982,18322,20739,22969,24728,26302
NUTS3,UKI45,Lambeth,D.4,"Property income, received",2210,2416,2313,2646,2488,2566,2406,2588,2868,3085,3706,3983,3265,3312,3240,3215,3442,3917,4490,4208,4179,4511
NUTS3,UKI45,Lambeth,NA,Primary resources total,13202,14035,15377,17327,17787,17925,18737,20006,21701,23607,25903,26249,24430,25709,25861,26619,27876,29470,33017,35320,36629,38970
NUTS3,UKI45,Lambeth,D.4,"Property income, paid",502,568,580,729,700,618,615,777,908,1072,1507,1638,470,346,430,389,367,525,441,468,365,496
NUTS3,UKI45,Lambeth,NA,Primary uses total,502,568,580,729,700,618,615,777,908,1072,1507,1638,470,346,430,389,367,525,441,468,365,496
NUTS3,UKI45,Lambeth,B.5g,Balance of primary incomes,12700,13468,14796,16598,17087,17308,18122,19229,20793,22535,24396,24611,23959,25363,25432,26230,27509,28945,32576,34852,36264,38474
NUTS3,UKI45,Lambeth,D.61/D.62,Imputed social contributions/Social benefits received,2555,2494,2531,2514,2476,2603,2715,2948,3061,3140,3208,3312,3576,3660,3659,3790,3773,3706,3708,3753,3718,3672
NUTS3,UKI45,Lambeth,D.7,"Other current transfers, received",227,276,282,330,312,310,268,288,278,261,333,288,276,344,364,396,405,403,380,377,397,416
NUTS3,UKI45,Lambeth,NA,Secondary resources total,2782,2770,2812,2844,2789,2913,2983,3236,3340,3401,3541,3600,3852,4004,4023,4186,4178,4108,4087,4130,4115,4088
NUTS3,UKI45,Lambeth,D.5,"Current taxes on income, wealth etc",1692,1961,2209,2627,2675,2576,2764,3087,3455,3851,4164,4036,3878,4086,4138,3947,4067,4108,4793,5495,5941,6338
NUTS3,UKI45,Lambeth,D.61/D.62,Social contributions/Social benefits paid,2427,2559,2657,2917,2994,3123,3341,3627,3923,4328,4679,4652,4427,4940,4901,4885,5083,5317,5434,5814,6518,6613
NUTS3,UKI45,Lambeth,D.7,"Other current transfers, paid",289,348,354,407,397,413,392,428,430,414,477,452,471,565,552,540,585,591,574,590,610,608
NUTS3,UKI45,Lambeth,NA,Secondary uses total,4408,4867,5220,5951,6066,6112,6496,7143,7808,8593,9319,9140,8776,9591,9591,9372,9735,10016,10801,11899,13068,13560
NUTS3,UKI45,Lambeth,NA,Balance of secondary income,-1626,-2097,-2407,-3107,-3278,-3199,-3514,-3907,-4469,-5192,-5779,-5539,-4924,-5587,-5568,-5186,-5557,-5907,-6714,-7769,-8954,-9472
NUTS3,UKI45,Lambeth,B.6g,Gross Disposable Income,11074,11370,12389,13491,13809,14109,14608,15322,16325,17343,18617,19072,19035,19776,19863,21044,21952,23038,25862,27083,27310,29003
NUTS2,UKI5,Outer London - East and North East,B.2g,Operating surplus,1716,1667,1845,1895,2103,2204,2506,2719,2869,2863,3157,3204,2391,2364,2344,2640,2728,2969,3318,3489,3272,3362
NUTS2,UKI5,Outer London - East and North East,B.3g,Mixed income,1179,1229,1347,1451,1553,1676,1741,1790,1929,2041,2126,2204,2247,2465,2523,2720,2826,2974,3212,3425,3560,3868
NUTS2,UKI5,Outer London - East and North East,D.1,Compensation of employees,8751,9401,9771,10210,10955,11062,11616,12018,12291,12811,13644,13811,13452,13606,13688,13841,14183,14472,14823,15413,16191,16845
NUTS2,UKI5,Outer London - East and North East,D.4,"Property income, received",2313,2392,2171,2588,2432,2424,2316,2569,2787,2807,3270,3382,2584,2627,2573,2418,2407,2783,3002,2969,2850,3155
NUTS2,UKI5,Outer London - East and North East,NA,Primary resources total,13958,14689,15134,16144,17043,17366,18179,19097,19876,20522,22196,22601,20674,21062,21128,21620,22144,23197,24356,25295,25873,27229
NUTS2,UKI5,Outer London - East and North East,D.4,"Property income, paid",591,628,565,651,624,590,642,858,984,1155,1491,1543,442,298,370,323,296,395,337,363,295,401
NUTS2,UKI5,Outer London - East and North East,NA,Primary uses total,591,628,565,651,624,590,642,858,984,1155,1491,1543,442,298,370,323,296,395,337,363,295,401
NUTS2,UKI5,Outer London - East and North East,B.5g,Balance of primary incomes,13367,14060,14569,15492,16419,16776,17537,18238,18892,19367,20705,21058,20232,20763,20758,21296,21848,22802,24019,24932,25578,26828
NUTS2,UKI5,Outer London - East and North East,D.61/D.62,Imputed social contributions/Social benefits received,2490,2524,2565,2694,2854,2953,3037,3283,3417,3604,3752,3938,4255,4336,4341,4570,4583,4489,4532,4541,4543,4523
NUTS2,UKI5,Outer London - East and North East,D.7,"Other current transfers, received",279,340,341,397,381,378,327,350,331,310,394,342,329,417,448,476,486,466,449,438,456,475
NUTS2,UKI5,Outer London - East and North East,NA,Secondary resources total,2769,2864,2906,3091,3235,3330,3364,3634,3748,3914,4146,4280,4583,4753,4789,5045,5069,4955,4982,4979,4999,4998
NUTS2,UKI5,Outer London - East and North East,D.5,"Current taxes on income, wealth etc",1886,2286,2303,2381,2597,2571,2677,2764,2886,2976,3235,3341,3141,3082,3110,3036,3070,3107,3238,3350,3560,3683
NUTS2,UKI5,Outer London - East and North East,D.61/D.62,Social contributions/Social benefits paid,2606,2681,2697,2913,3044,3199,3386,3637,3765,3965,4201,4235,3946,4334,4287,4164,4164,4399,4358,4631,4706,4844
NUTS2,UKI5,Outer London - East and North East,D.7,"Other current transfers, paid",340,410,410,471,461,475,445,485,475,454,528,495,511,626,623,605,649,636,625,631,647,645
NUTS2,UKI5,Outer London - East and North East,NA,Secondary uses total,4832,5377,5410,5765,6102,6245,6508,6886,7126,7395,7964,8071,7599,8042,8020,7804,7883,8142,8220,8611,8913,9172
NUTS2,UKI5,Outer London - East and North East,NA,Balance of secondary income,-2063,-2514,-2504,-2674,-2868,-2915,-3144,-3252,-3378,-3481,-3818,-3791,-3015,-3289,-3231,-2758,-2814,-3187,-3239,-3633,-3914,-4174
NUTS2,UKI5,Outer London - East and North East,B.6g,Gross Disposable Income,11304,11547,12065,12818,13551,13862,14394,14986,15514,15886,16887,17267,17217,17474,17526,18538,19035,19615,20780,21300,21664,22654
NUTS3,UKI51,Bexley and Greenwich,B.2g,Operating surplus,1608,1552,1749,1783,1945,2030,2276,2467,2626,2659,2911,2998,2288,2304,2296,2456,2654,2971,3187,3369,3139,3279
NUTS3,UKI51,Bexley and Greenwich,B.3g,Mixed income,1064,1106,1222,1310,1396,1504,1554,1594,1720,1829,1908,1996,2056,2259,2312,2447,2585,2703,2820,2990,3050,3323
NUTS3,UKI51,Bexley and Greenwich,D.1,Compensation of employees,11357,11920,12329,12705,13430,13495,14054,14431,14618,15089,15882,16067,15680,15834,15885,16003,16376,16771,17261,18201,19343,20259
NUTS3,UKI51,Bexley and Greenwich,D.4,"Property income, received",2343,2409,2195,2596,2444,2441,2313,2539,2744,2764,3222,3360,2603,2654,2580,2422,2413,2804,3025,2975,2831,3124
NUTS3,UKI51,Bexley and Greenwich,NA,Primary resources total,16372,16987,17496,18394,19215,19470,20197,21030,21709,22341,23922,24422,22629,23051,23074,23328,24028,25249,26293,27535,28364,29985
NUTS3,UKI51,Bexley and Greenwich,D.4,"Property income, paid",554,585,536,613,577,543,583,779,900,1073,1375,1444,423,291,363,301,288,396,324,350,283,391
NUTS3,UKI51,Bexley and Greenwich,NA,Primary uses total,554,585,536,613,577,543,583,779,900,1073,1375,1444,423,291,363,301,288,396,324,350,283,391
NUTS3,UKI51,Bexley and Greenwich,B.5g,Balance of primary incomes,15818,16402,16960,17781,18638,18927,19614,20251,20809,21268,22548,22977,22206,22761,22712,23027,23740,24853,25969,27185,28080,29594
NUTS3,UKI51,Bexley and Greenwich,D.61/D.62,Imputed social contributions/Social benefits received,2578,2615,2679,2805,2955,3037,3115,3346,3464,3666,3829,3979,4273,4353,4335,4578,4522,4491,4502,4581,4508,4446
NUTS3,UKI51,Bexley and Greenwich,D.7,"Other current transfers, received",287,349,350,406,389,386,333,356,336,312,396,345,333,423,453,480,492,472,453,441,462,481
NUTS3,UKI51,Bexley and Greenwich,NA,Secondary resources total,2865,2965,3028,3211,3343,3423,3448,3702,3800,3978,4226,4324,4606,4776,4788,5058,5013,4963,4954,5022,4969,4927
NUTS3,UKI51,Bexley and Greenwich,D.5,"Current taxes on income, wealth etc",2648,3121,3134,3188,3409,3348,3435,3513,3632,3709,3966,4106,3881,3809,3835,3733,3865,3982,4230,4405,4740,4920
NUTS3,UKI51,Bexley and Greenwich,D.61/D.62,Social contributions/Social benefits paid,2917,2983,3016,3222,3351,3498,3684,3937,4058,4252,4480,4524,4226,4618,4567,4446,4470,4732,4707,5032,5152,5387
NUTS3,UKI51,Bexley and Greenwich,D.7,"Other current transfers, paid",347,419,419,481,469,483,452,490,481,457,532,499,518,634,631,612,658,646,632,639,657,655
NUTS3,UKI51,Bexley and Greenwich,NA,Secondary uses total,5912,6524,6569,6890,7228,7330,7571,7941,8171,8418,8979,9129,8624,9060,9033,8791,8994,9360,9569,10076,10549,10963
NUTS3,UKI51,Bexley and Greenwich,NA,Balance of secondary income,-3047,-3559,-3540,-3678,-3885,-3907,-4123,-4239,-4371,-4440,-4753,-4806,-4018,-4285,-4245,-3734,-3980,-4397,-4615,-5053,-5580,-6036
NUTS3,UKI51,Bexley and Greenwich,B.6g,Gross Disposable Income,12771,12843,13420,14103,14753,15020,15491,16012,16438,16828,17795,18172,18187,18476,18467,19293,19760,20457,21354,22131,22501,23558
NUTS3,UKI52,Barking & Dagenham and Havering,B.2g,Operating surplus,1546,1507,1652,1693,1882,1975,2308,2533,2667,2636,2922,2995,2171,2091,2079,2334,2399,2546,2781,2946,2758,2834
NUTS3,UKI52,Barking & Dagenham and Havering,B.3g,Mixed income,1141,1193,1302,1407,1507,1633,1709,1764,1904,2017,2106,2194,2218,2410,2479,2671,2764,2932,3140,3323,3451,3745
NUTS3,UKI52,Barking & Dagenham and Havering,D.1,Compensation of employees,7715,8436,8767,9227,9954,10079,10633,11032,11309,11844,12684,12897,12550,12715,12823,12966,13223,13407,13536,13984,14519,15123
NUTS3,UKI52,Barking & Dagenham and Havering,D.4,"Property income, received",2021,2093,1909,2260,2137,2158,2069,2281,2465,2454,2863,2942,2256,2345,2295,2120,2126,2414,2578,2537,2423,2660
NUTS3,UKI52,Barking & Dagenham and Havering,NA,Primary resources total,12424,13229,13630,14587,15480,15844,16719,17610,18345,18951,20575,21028,19195,19561,19677,20091,20511,21300,22034,22791,23150,24363
NUTS3,UKI52,Barking & Dagenham and Havering,D.4,"Property income, paid",533,568,506,582,558,529,591,799,914,1063,1380,1443,401,264,328,286,260,339,282,306,249,338
NUTS3,UKI52,Barking & Dagenham and Havering,NA,Primary uses total,533,568,506,582,558,529,591,799,914,1063,1380,1443,401,264,328,286,260,339,282,306,249,338
NUTS3,UKI52,Barking & Dagenham and Havering,B.5g,Balance of primary incomes,11891,12661,13125,14005,14922,15316,16128,16811,17431,17888,19195,19585,18794,19297,19348,19805,20251,20960,21752,22484,22901,24025
NUTS3,UKI52,Barking & Dagenham and Havering,D.61/D.62,Imputed social contributions/Social benefits received,2407,2462,2496,2629,2796,2923,3019,3268,3398,3596,3761,3968,4293,4363,4422,4661,4699,4538,4651,4624,4585,4555
NUTS3,UKI52,Barking & Dagenham and Havering,D.7,"Other current transfers, received",276,337,338,397,383,380,331,355,334,317,404,352,338,431,467,494,505,481,468,453,469,489
NUTS3,UKI52,Barking & Dagenham and Havering,NA,Secondary resources total,2684,2799,2835,3025,3179,3303,3350,3624,3732,3913,4164,4320,4631,4794,4889,5155,5204,5019,5119,5077,5054,5044
NUTS3,UKI52,Barking & Dagenham and Havering,D.5,"Current taxes on income, wealth etc",1519,1897,1916,2005,2213,2204,2321,2406,2522,2618,2877,2984,2799,2749,2784,2718,2715,2744,2823,2868,2995,3105
NUTS3,UKI52,Barking & Dagenham and Havering,D.61/D.62,Social contributions/Social benefits paid,2432,2520,2523,2747,2879,3037,3224,3473,3599,3802,4040,4076,3793,4181,4137,4009,4028,4250,4178,4419,4582,4636
NUTS3,UKI52,Barking & Dagenham and Havering,D.7,"Other current transfers, paid",338,408,408,471,463,478,449,490,479,461,538,504,520,640,642,622,667,649,641,643,656,655
NUTS3,UKI52,Barking & Dagenham and Havering,NA,Secondary uses total,4288,4825,4847,5223,5555,5719,5994,6368,6601,6880,7455,7565,7112,7570,7563,7349,7410,7643,7642,7931,8233,8396
NUTS3,UKI52,Barking & Dagenham and Havering,NA,Balance of secondary income,-1604,-2026,-2012,-2197,-2376,-2416,-2644,-2745,-2868,-2968,-3291,-3245,-2481,-2776,-2674,-2194,-2206,-2624,-2523,-2853,-3180,-3352
NUTS3,UKI52,Barking & Dagenham and Havering,B.6g,Gross Disposable Income,10287,10635,11113,11808,12546,12900,13484,14066,14562,14920,15904,16340,16313,16521,16674,17611,18045,18337,19228,19631,19722,20673
NUTS3,UKI53,Redbridge and Waltham Forest,B.2g,Operating surplus,1762,1731,1934,2008,2276,2436,2737,2980,3139,3138,3452,3418,2498,2490,2453,2872,2886,3145,3701,3826,3596,3720
NUTS3,UKI53,Redbridge and Waltham Forest,B.3g,Mixed income,1331,1386,1528,1653,1775,1924,1986,2040,2195,2314,2395,2452,2478,2743,2805,3063,3151,3322,3705,3989,4208,4591
NUTS3,UKI53,Redbridge and Waltham Forest,D.1,Compensation of employees,8283,8888,9280,9736,10491,10619,11164,11567,11895,12427,13276,13430,13056,13199,13278,13452,13850,14059,14332,14950,16028,16731
NUTS3,UKI53,Redbridge and Waltham Forest,D.4,"Property income, received",2269,2342,2135,2552,2396,2389,2286,2542,2756,2765,3213,3303,2512,2564,2525,2369,2344,2752,3020,2981,2974,3257
NUTS3,UKI53,Redbridge and Waltham Forest,NA,Primary resources total,13646,14347,14877,15948,16939,17368,18173,19128,19985,20644,22336,22603,20545,20995,21060,21757,22232,23279,24757,25746,26806,28299
NUTS3,UKI53,Redbridge and Waltham Forest,D.4,"Property income, paid",607,652,592,690,675,652,701,941,1076,1266,1630,1646,462,314,387,352,313,419,376,398,325,443
NUTS3,UKI53,Redbridge and Waltham Forest,NA,Primary uses total,607,652,592,690,675,652,701,941,1076,1266,1630,1646,462,314,387,352,313,419,376,398,325,443
NUTS3,UKI53,Redbridge and Waltham Forest,B.5g,Balance of primary incomes,13039,13694,14285,15258,16263,16716,17472,18188,18909,19378,20706,20956,20083,20681,20673,21405,21919,22860,24381,25348,26481,27856
NUTS3,UKI53,Redbridge and Waltham Forest,D.61/D.62,Imputed social contributions/Social benefits received,2429,2437,2467,2579,2719,2812,2889,3133,3266,3416,3534,3706,3995,4061,4049,4242,4279,4146,4145,4040,4107,4106
NUTS3,UKI53,Redbridge and Waltham Forest,D.7,"Other current transfers, received",271,330,331,385,368,365,316,339,321,300,381,330,315,398,425,454,463,447,430,420,438,458
NUTS3,UKI53,Redbridge and Waltham Forest,NA,Secondary resources total,2700,2767,2798,2964,3087,3177,3205,3471,3587,3717,3914,4036,4310,4459,4474,4696,4743,4593,4575,4460,4545,4563
NUTS3,UKI53,Redbridge and Waltham Forest,D.5,"Current taxes on income, wealth etc",1779,2149,2171,2253,2469,2448,2549,2635,2767,2861,3121,3218,3017,2958,2985,2919,2917,2880,2916,3055,3327,3470
NUTS3,UKI53,Redbridge and Waltham Forest,D.61/D.62,Social contributions/Social benefits paid,2602,2664,2688,2909,3041,3197,3384,3636,3769,3970,4207,4240,3947,4334,4284,4164,4133,4348,4297,4583,4771,4884
NUTS3,UKI53,Redbridge and Waltham Forest,D.7,"Other current transfers, paid",332,400,399,459,449,463,434,473,465,444,514,482,497,606,600,583,626,617,605,613,630,628
NUTS3,UKI53,Redbridge and Waltham Forest,NA,Secondary uses total,4713,5212,5259,5621,5958,6108,6368,6743,7001,7274,7842,7939,7461,7897,7868,7665,7676,7845,7817,8250,8727,8982
NUTS3,UKI53,Redbridge and Waltham Forest,NA,Balance of secondary income,-2012,-2445,-2462,-2657,-2871,-2930,-3163,-3272,-3414,-3558,-3928,-3903,-3151,-3439,-3395,-2969,-2934,-3251,-3242,-3790,-4181,-4418
NUTS3,UKI53,Redbridge and Waltham Forest,B.6g,Gross Disposable Income,11026,11249,11823,12601,13392,13785,14309,14916,15494,15820,16778,17053,16932,17243,17278,18436,18986,19609,21139,21558,22300,23437
NUTS3,UKI54,Enfield,B.2g,Operating surplus,2051,1971,2121,2170,2373,2409,2759,2939,3084,3033,3369,3444,2668,2615,2586,2941,3017,3240,3601,3849,3641,3616
NUTS3,UKI54,Enfield,B.3g,Mixed income,1161,1206,1303,1396,1491,1593,1671,1719,1849,1947,2038,2118,2186,2381,2424,2621,2727,2853,3075,3276,3400,3653
NUTS3,UKI54,Enfield,D.1,Compensation of employees,6878,7643,7998,8467,9248,9353,9893,10313,10610,11169,12040,12169,11879,12043,12150,12329,12639,13040,13614,13798,13808,14009
NUTS3,UKI54,Enfield,D.4,"Property income, received",2756,2876,2564,3099,2886,2828,2713,3064,3349,3433,3999,4150,3125,3078,3021,2904,2889,3307,3522,3537,3264,3722
NUTS3,UKI54,Enfield,NA,Primary resources total,12846,13696,13986,15131,15998,16183,17036,18035,18891,19583,21446,21882,19858,20117,20180,20796,21273,22439,23812,24460,24113,24999
NUTS3,UKI54,Enfield,D.4,"Property income, paid",707,743,649,746,704,645,706,928,1057,1223,1591,1659,493,330,408,360,327,431,366,400,329,431
NUTS3,UKI54,Enfield,NA,Primary uses total,707,743,649,746,704,645,706,928,1057,1223,1591,1659,493,330,408,360,327,431,366,400,329,431
NUTS3,UKI54,Enfield,B.5g,Balance of primary incomes,12139,12953,13337,14385,15294,15538,16330,17107,17834,18359,19856,20223,19365,19787,19771,20435,20946,22008,23446,24059,23785,24568
NUTS3,UKI54,Enfield,D.61/D.62,Imputed social contributions/Social benefits received,2570,2613,2650,2804,3002,3096,3188,3456,3621,3833,3988,4228,4618,4746,4744,5000,5048,5010,5086,5231,5298,5325
NUTS3,UKI54,Enfield,D.7,"Other current transfers, received",284,348,347,403,386,381,331,355,335,314,400,346,333,423,453,479,490,469,453,441,457,476
NUTS3,UKI54,Enfield,NA,Secondary resources total,2854,2960,2996,3207,3389,3477,3519,3811,3955,4147,4387,4574,4951,5169,5196,5480,5538,5479,5539,5672,5755,5801
NUTS3,UKI54,Enfield,D.5,"Current taxes on income, wealth etc",1381,1743,1769,1855,2075,2069,2190,2287,2399,2496,2762,2838,2666,2616,2641,2582,2573,2623,2805,2866,2884,2892
NUTS3,UKI54,Enfield,D.61/D.62,Social contributions/Social benefits paid,2369,2461,2456,2671,2800,2956,3142,3392,3519,3724,3967,3990,3716,4101,4056,3932,3924,4168,4160,4373,4056,4198
NUTS3,UKI54,Enfield,D.7,"Other current transfers, paid",345,418,416,478,467,479,449,490,479,457,533,498,514,629,626,606,651,637,626,632,646,644
NUTS3,UKI54,Enfield,NA,Secondary uses total,4094,4622,4641,5003,5342,5504,5781,6169,6397,6677,7262,7326,6895,7346,7323,7120,7148,7428,7591,7872,7586,7733
NUTS3,UKI54,Enfield,NA,Balance of secondary income,-1240,-1662,-1645,-1796,-1954,-2027,-2262,-2358,-2442,-2530,-2875,-2752,-1944,-2177,-2127,-1640,-1611,-1949,-2053,-2199,-1831,-1933
NUTS3,UKI54,Enfield,B.6g,Gross Disposable Income,10899,11292,11692,12589,13340,13511,14068,14749,15393,15829,16981,17471,17421,17610,17644,18795,19335,20059,21394,21860,21954,22635
NUTS2,UKI6,Outer London - South,B.2g,Operating surplus,2162,2129,2443,2536,2763,2817,3090,3289,3455,3419,3780,3884,2960,2980,2997,3417,3570,3877,4269,4378,4002,4171
NUTS2,UKI6,Outer London - South,B.3g,Mixed income,1464,1575,1683,1772,1846,1956,2016,2085,2261,2315,2365,2470,2521,2726,2772,2948,3062,3203,3390,3566,3585,3910
NUTS2,UKI6,Outer London - South,D.1,Compensation of employees,9285,9953,10758,11745,12379,12692,13702,14664,15254,16195,17210,17006,16258,16772,17309,17395,18026,18179,18847,19615,20568,21410
NUTS2,UKI6,Outer London - South,D.4,"Property income, received",3049,3292,2975,3472,3247,3199,3035,3419,3821,3794,4463,4585,3630,3580,3462,3452,3669,4019,4292,4191,4031,4481
NUTS2,UKI6,Outer London - South,NA,Primary resources total,15961,16948,17860,19525,20235,20664,21843,23457,24792,25723,27818,27944,25370,26058,26541,27212,28327,29278,30798,31749,32186,33972
